"emp_no","first_name","last_name","title","from_date","to_date"
22935,"Toshimo","Foong","Senior Engineer","2001-10-11","9999-01-01"
22940,"Shih","Isaac","Senior Engineer","1993-03-01","9999-01-01"
22961,"Hirochika","Masamoto","Engineer","1993-08-24","9999-01-01"
23007,"Hyuckchul","Spell","Engineer","1997-07-21","9999-01-01"
23011,"Suzette","Ferretti","Engineer","1999-09-02","9999-01-01"
23068,"Eldridge","Brlek","Senior Engineer","1995-06-21","9999-01-01"
23086,"Nathan","Lemarechal","Engineer","1998-05-22","9999-01-01"
23092,"Aris","Brookman","Senior Staff","1995-12-27","9999-01-01"
23119,"Yaghout","Byoun","Senior Staff","1991-09-03","9999-01-01"
23136,"Narain","Skogmar","Engineer","1998-02-14","9999-01-01"
23138,"Pascal","Kaelbling","Engineer","1996-09-06","9999-01-01"
23151,"Ortrun","Lunt","Senior Engineer","2002-03-26","9999-01-01"
23196,"Sahrah","Cheshire","Senior Staff","1997-11-25","9999-01-01"
23197,"Marjo","Ducloy","Technique Leader","1986-08-26","9999-01-01"
23246,"Muneo","Bhattacharjee","Senior Staff","1996-09-07","9999-01-01"
23323,"Siamak","Alvarado","Senior Engineer","1994-04-01","9999-01-01"
23330,"Aloke","Cooley","Senior Engineer","1991-10-05","9999-01-01"
23342,"Xinglin","Berendt","Senior Staff","1996-01-27","9999-01-01"
23347,"Kwun","Rosaz","Senior Engineer","2000-09-23","9999-01-01"
23363,"Jacqueline","Zeleznik","Senior Staff","2001-05-15","9999-01-01"
23421,"Hironoby","Denti","Staff","1996-04-05","9999-01-01"
23466,"Chikara","Anandan","Senior Engineer","2000-12-27","9999-01-01"
23506,"Shiv","Luck","Senior Staff","1995-06-18","9999-01-01"
23521,"Goh","Pappas","Senior Staff","1991-04-26","9999-01-01"
23536,"Nagui","Vural","Senior Engineer","1997-05-03","9999-01-01"
23561,"Jingling","Zizka","Senior Engineer","2002-02-24","9999-01-01"
23592,"Marek","Templeman","Senior Staff","1997-03-06","9999-01-01"
23642,"Kwangjo","Pusterhofer","Engineer","1995-05-30","9999-01-01"
23648,"Jinxi","Luiz","Senior Staff","1985-07-20","9999-01-01"
23659,"Gina","Verhoeff","Senior Engineer","1995-04-25","9999-01-01"
23676,"Sham","Openshaw","Senior Staff","1998-06-14","9999-01-01"
23753,"Karsten","Isaac","Senior Engineer","1992-12-15","9999-01-01"
23757,"Yaghout","Ozery","Senior Staff","1994-05-19","9999-01-01"
23777,"Juichirou","Kilgore","Senior Engineer","1992-02-29","9999-01-01"
23835,"Yoshinari","Hennings","Senior Staff","1992-05-30","9999-01-01"
23840,"Thanasis","Polupanov","Engineer","2000-07-06","9999-01-01"
23907,"Isamu","Dahlbom","Staff","1998-09-21","9999-01-01"
23938,"Nahum","Facello","Senior Engineer","1985-09-15","9999-01-01"
24056,"Gladys","Shrader","Staff","1998-11-29","9999-01-01"
24118,"Elliott","Monarch","Senior Staff","1999-09-21","9999-01-01"
24126,"Candida","Wallrath","Senior Engineer","1986-09-14","9999-01-01"
24132,"Otilia","Puoti","Senior Engineer","1993-09-24","9999-01-01"
24136,"Isamu","Henders","Senior Engineer","1994-09-24","9999-01-01"
24182,"Teunis","Antonisse","Senior Engineer","1995-09-04","9999-01-01"
24183,"Muneo","Rousseau","Senior Staff","1990-05-03","9999-01-01"
24225,"Shugo","Eiter","Senior Staff","1994-11-08","9999-01-01"
24251,"Moto","Mondadori","Senior Staff","1985-03-18","9999-01-01"
24269,"Prodip","Peron","Senior Engineer","1994-01-25","9999-01-01"
24284,"Huan","Tchuente","Senior Engineer","1995-08-03","9999-01-01"
24363,"Bowen","Biran","Engineer","1996-12-18","9999-01-01"
24459,"Masako","Puoti","Senior Engineer","1996-01-08","9999-01-01"
24460,"Yinghua","Lanphier","Senior Staff","1999-02-17","9999-01-01"
24503,"Anyuan","Kusakari","Senior Engineer","1998-08-04","9999-01-01"
24526,"Ayonca","Sudbeck","Technique Leader","1992-07-25","9999-01-01"
24534,"Berni","Morton","Senior Engineer","1993-10-23","9999-01-01"
24617,"Ramachenga","Cullers","Senior Engineer","1986-04-01","9999-01-01"
24646,"Patricia","Takkinen","Senior Staff","1995-12-20","9999-01-01"
24666,"Leif","Birsak","Senior Staff","1998-03-31","9999-01-01"
24690,"Eldridge","Ghazalie","Senior Staff","1987-01-01","9999-01-01"
24775,"Ziyad","Spelt","Senior Staff","1995-05-24","9999-01-01"
24793,"Kristen","Brizzi","Senior Staff","1999-03-23","9999-01-01"
24855,"Dung","Lund","Senior Staff","1993-05-19","9999-01-01"
24915,"Morris","Liedekerke","Senior Engineer","1995-04-14","9999-01-01"
24932,"Charmane","Erbe","Staff","1997-05-10","9999-01-01"
24934,"Carrsten","Bruckman","Senior Engineer","1997-08-21","9999-01-01"
24963,"Cathie","Redmiles","Senior Engineer","1987-05-13","9999-01-01"
25022,"Zengping","Hiroyama","Staff","1995-05-14","9999-01-01"
25070,"Morris","Fortenbacher","Senior Engineer","1996-06-22","9999-01-01"
25084,"Alenka","Jullig","Senior Engineer","1985-04-15","9999-01-01"
25108,"Wanqing","Eterovic","Senior Engineer","2001-12-18","9999-01-01"
25254,"Matt","Peek","Assistant Engineer","1994-07-30","9999-01-01"
25269,"Kazuhiko","Hainaut","Senior Staff","2000-05-30","9999-01-01"
25339,"Brewster","Bale","Senior Engineer","1994-06-22","9999-01-01"
25362,"Falguni","Ponthieu","Senior Engineer","1996-05-23","9999-01-01"
25393,"Claudi","Frijda","Staff","1997-10-21","9999-01-01"
25475,"Flemming","Fujisaki","Senior Engineer","2001-09-22","9999-01-01"
25562,"Bernardo","Menhardt","Staff","1997-12-18","9999-01-01"
25656,"Eben","Narwekar","Assistant Engineer","1998-05-20","9999-01-01"
25730,"Shao","Monarch","Senior Staff","1996-07-14","9999-01-01"
25777,"Leucio","Famili","Engineer","1999-01-26","9999-01-01"
25790,"Suebskul","Plump","Senior Engineer","1991-10-02","9999-01-01"
25794,"Ymte","Prenel","Senior Engineer","1994-02-12","9999-01-01"
25839,"Ewing","Simkin","Senior Staff","1996-01-15","9999-01-01"
25866,"Tadanori","Nannarelli","Technique Leader","1997-08-20","9999-01-01"
25952,"Zito","Kalloufi","Engineer","1995-11-10","9999-01-01"
25993,"Kazuhiro","Luft","Senior Staff","1991-12-20","9999-01-01"
26005,"Ohad","Vidya","Senior Engineer","1996-01-13","9999-01-01"
26102,"Mechthild","Eldridge","Senior Engineer","1997-01-04","9999-01-01"
26121,"Ipke","Krichel","Senior Engineer","1996-09-24","9999-01-01"
26126,"Gal","Candan","Senior Engineer","1999-07-06","9999-01-01"
26172,"Sedat","Bahr","Senior Staff","2001-05-01","9999-01-01"
26272,"Zorica","Marakhovsky","Senior Engineer","1998-07-02","9999-01-01"
26283,"Abdulla","Feldmann","Senior Engineer","1993-12-04","9999-01-01"
26344,"Duke","Sabnani","Senior Staff","1993-02-12","9999-01-01"
26385,"Brigham","Peral","Senior Engineer","1992-07-05","9999-01-01"
26391,"Baoqiu","Kermarrec","Senior Staff","1993-04-25","9999-01-01"
26396,"Jinxi","Bresenham","Engineer","1997-10-03","9999-01-01"
26486,"Taegyun","Simkin","Senior Engineer","1996-05-20","9999-01-01"
26598,"Falguni","Birsak","Senior Staff","1988-10-05","9999-01-01"
26599,"Katsuo","Armand","Senior Engineer","1992-06-30","9999-01-01"
26639,"Guadalupe","Weiland","Senior Staff","1996-04-28","9999-01-01"
26661,"Kazunori","Borstler","Senior Staff","1996-12-08","9999-01-01"
26714,"Sadun","Pelc","Senior Engineer","1993-03-23","9999-01-01"
26733,"Kauko","Yetto","Senior Engineer","1997-04-04","9999-01-01"
26750,"Baziley","Denis","Senior Staff","1994-02-14","9999-01-01"
26828,"Maha","Haddadi","Senior Engineer","2001-04-05","9999-01-01"
26831,"Yucel","Pagter","Senior Engineer","2000-12-07","9999-01-01"
26869,"Jasminko","Vecchio","Senior Engineer","1985-10-29","9999-01-01"
26892,"Brigham","Luan","Senior Engineer","2000-10-08","9999-01-01"
26902,"Reinhold","Welham","Senior Staff","2002-01-02","9999-01-01"
26903,"Xumin","Tischendorf","Senior Engineer","1997-12-11","9999-01-01"
27008,"Turgut","Gluchowski","Senior Engineer","1995-01-28","9999-01-01"
27047,"Torsten","Hartvigsen","Senior Engineer","1996-12-24","9999-01-01"
27130,"Kazuhira","Rathonyi","Senior Engineer","1997-01-31","9999-01-01"
27221,"Syozo","Rosar","Senior Staff","1989-08-14","9999-01-01"
27223,"Noritoshi","Delgrossi","Senior Staff","1992-05-21","9999-01-01"
27241,"Mayuri","Erez","Senior Staff","1999-08-13","9999-01-01"
27272,"Kwan","Genin","Staff","1997-11-19","9999-01-01"
27273,"Alassane","Jeong","Technique Leader","1991-04-06","9999-01-01"
27281,"Leaf","Bahi","Senior Engineer","1994-08-19","9999-01-01"
27295,"Marc","Orlowska","Senior Engineer","1998-03-19","9999-01-01"
27357,"Tsvetan","Schmiedel","Senior Engineer","1992-06-17","9999-01-01"
27367,"Mokhtar","Junet","Senior Engineer","1987-01-10","9999-01-01"
27368,"Dipayan","Keustermans","Senior Staff","1992-03-25","9999-01-01"
27373,"Jiafu","Varman","Senior Engineer","1985-10-24","9999-01-01"
27377,"Mara","Gils","Senior Engineer","2000-10-17","9999-01-01"
27381,"Eirik","Ambroszkiewicz","Senior Engineer","1998-06-18","9999-01-01"
27396,"Brendon","Zykh","Senior Engineer","2002-06-01","9999-01-01"
27412,"Shigeaki","Boguraev","Staff","1995-10-04","9999-01-01"
27460,"Chikara","Munck","Senior Staff","1995-02-25","9999-01-01"
27496,"Marke","Angelov","Technique Leader","1986-08-15","9999-01-01"
27566,"Annemarie","Kobuchi","Senior Staff","2000-09-07","9999-01-01"
27580,"Mona","Haumacher","Senior Staff","1996-09-28","9999-01-01"
27604,"Yuguang","Sudbeck","Senior Engineer","1996-04-22","9999-01-01"
27626,"Vishu","Flanders","Engineer","1996-11-17","9999-01-01"
27687,"Ronghao","Baumann","Senior Engineer","2000-01-08","9999-01-01"
27708,"Dayanand","Gill","Senior Staff","1992-06-01","9999-01-01"
27730,"Uinam","Perng","Senior Engineer","1995-02-02","9999-01-01"
27732,"Girolamo","Facello","Senior Engineer","1986-06-30","9999-01-01"
27772,"Shahaf","Salvesen","Senior Staff","1993-07-03","9999-01-01"
27787,"Xinglin","Bondorf","Senior Engineer","2001-02-22","9999-01-01"
27848,"Tooru","Bednarek","Senior Engineer","1997-04-26","9999-01-01"
27854,"Yurii","Unni","Senior Staff","1991-11-11","9999-01-01"
27884,"Kristina","Zucker","Engineer","1998-05-05","9999-01-01"
27888,"Berna","Birta","Senior Staff","1996-11-02","9999-01-01"
27899,"Kristen","Hebert","Senior Staff","1994-12-31","9999-01-01"
27905,"Monique","Barinka","Engineer","1994-05-11","9999-01-01"
27910,"Gil","Haumacher","Senior Engineer","1995-11-16","9999-01-01"
28079,"Rimon","Salvesen","Senior Engineer","1994-04-30","9999-01-01"
28082,"Michaela","Sudbeck","Engineer","1998-12-04","9999-01-01"
28171,"Filipe","Setlzner","Senior Engineer","1996-07-08","9999-01-01"
28242,"Thodoros","Vasanthakumar","Senior Staff","1993-06-15","9999-01-01"
28315,"Hideo","Servi","Senior Engineer","1994-08-17","9999-01-01"
28318,"Teunis","Whitcomb","Senior Staff","1993-06-20","9999-01-01"
28322,"Premal","Millington","Senior Staff","1992-05-10","9999-01-01"
28487,"Ziva","Alblas","Staff","2000-01-31","9999-01-01"
28490,"Marsal","Jervis","Senior Engineer","1994-11-13","9999-01-01"
28501,"Nagui","Viele","Staff","1998-08-08","9999-01-01"
28504,"Boalin","Peng","Senior Engineer","1997-08-05","9999-01-01"
28511,"Shugo","Pero","Technique Leader","1991-09-30","9999-01-01"
28525,"Dannz","Highland","Senior Engineer","1992-06-13","9999-01-01"
28632,"Arne","Boreale","Senior Engineer","1994-05-25","9999-01-01"
28673,"Carrsten","Zultner","Senior Engineer","1993-06-27","9999-01-01"
28703,"Tremaine","Remmele","Staff","1997-02-06","9999-01-01"
28726,"Marie","Veldwijk","Engineer","1997-07-26","9999-01-01"
28734,"Arvind","Heydon","Senior Staff","1995-05-06","9999-01-01"
28891,"Susanna","Krohn","Senior Engineer","1994-12-13","9999-01-01"
28958,"Angel","Wossner","Staff","1997-08-24","9999-01-01"
28969,"Ute","Sinitsyn","Senior Engineer","1993-01-09","9999-01-01"
28972,"Jianhao","Radivojevic","Senior Staff","1992-04-19","9999-01-01"
29017,"Mats","Pews","Staff","1995-05-27","9999-01-01"
29030,"Nikolaus","Heiserman","Engineer","1997-11-04","9999-01-01"
29178,"Hairong","Foong","Senior Engineer","2000-11-01","9999-01-01"
29214,"Stepehn","Schach","Senior Staff","1997-06-21","9999-01-01"
29237,"Gennadi","Beznosov","Senior Engineer","1994-06-25","9999-01-01"
29317,"Navin","Conia","Senior Engineer","1997-06-23","9999-01-01"
29372,"Parke","Chinin","Engineer","2000-03-12","9999-01-01"
29425,"Mingdong","Muntz","Senior Engineer","1994-07-07","9999-01-01"
29520,"Shunichi","Ozery","Senior Engineer","1997-12-19","9999-01-01"
29527,"Adamantios","Oaver","Senior Staff","1995-11-06","9999-01-01"
29573,"Kwangsub","Linnainmaa","Senior Staff","2000-07-11","9999-01-01"
29580,"Rafail","Peyn","Senior Engineer","1999-03-19","9999-01-01"
29603,"Kristina","Khamsi","Staff","1997-12-17","9999-01-01"
29659,"Adel","Pokrovskii","Senior Staff","1991-06-06","9999-01-01"
29690,"Eran","Fioravanti","Senior Staff","1995-11-09","9999-01-01"
29722,"Aron","Flanders","Engineer","1998-01-18","9999-01-01"
29760,"Jinya","Paludetto","Senior Staff","1985-09-11","9999-01-01"
29788,"Radhia","Kaminger","Senior Engineer","1997-09-09","9999-01-01"
29795,"Kristine","Sessa","Senior Staff","1997-05-06","9999-01-01"
29812,"Yefim","Gimarc","Engineer","1999-07-26","9999-01-01"
29825,"Jeong","Kenevan","Senior Engineer","1995-03-17","9999-01-01"
29946,"Shooichi","McClure","Senior Staff","1991-08-15","9999-01-01"
29948,"Elzbieta","Kruskal","Senior Engineer","1992-07-13","9999-01-01"
29955,"Dannz","Bondorf","Staff","1997-03-15","9999-01-01"
29983,"Lucian","Christ","Senior Engineer","1993-08-23","9999-01-01"
30083,"Wanqing","Burnard","Senior Engineer","1995-02-04","9999-01-01"
30167,"Sorina","Tiemann","Senior Engineer","1993-07-25","9999-01-01"
30179,"Shirish","Krzyzanowski","Senior Staff","1993-01-31","9999-01-01"
30226,"Shiv","Reghbati","Senior Engineer","1997-12-01","9999-01-01"
30241,"Kensyu","Thiran","Senior Engineer","1994-11-12","9999-01-01"
30275,"Miquel","Malabarba","Senior Engineer","2001-03-03","9999-01-01"
30372,"Xiadong","Maccarone","Staff","1994-05-04","9999-01-01"
30374,"Xiaocheng","Reinhart","Senior Engineer","1994-01-18","9999-01-01"
30479,"Shigenori","Kampfer","Engineer","1997-10-16","9999-01-01"
30589,"Chirstian","Reistad","Senior Engineer","1993-10-26","9999-01-01"
30624,"Gou","Rosiles","Staff","1997-10-09","9999-01-01"
30663,"Gurbir","Sigstam","Senior Staff","1995-08-23","9999-01-01"
30666,"Guadalupe","Clemencon","Senior Engineer","1986-06-15","9999-01-01"
30705,"Satoru","Teitelbaum","Staff","1997-01-02","9999-01-01"
30828,"Duke","Baumann","Senior Engineer","1994-12-06","9999-01-01"
30833,"Chaoyi","Cichocki","Senior Engineer","1993-04-14","9999-01-01"
30899,"Dannz","Keirsey","Senior Staff","1997-08-23","9999-01-01"
30936,"Rosalyn","Attimonelli","Senior Engineer","1988-07-24","9999-01-01"
31036,"Vivian","Orlowski","Senior Engineer","1996-03-19","9999-01-01"
31066,"Sadun","Papsdorf","Senior Staff","1998-01-01","9999-01-01"
31104,"King","Gihr","Senior Staff","1999-07-08","9999-01-01"
31119,"Yishay","Menhardt","Senior Engineer","1992-08-24","9999-01-01"
31127,"Mizuhito","Puppo","Senior Staff","1987-12-20","9999-01-01"
31146,"Shaibal","Asmuth","Senior Staff","1996-10-08","9999-01-01"
31167,"Constantijn","Reinhard","Senior Engineer","1995-11-01","9999-01-01"
31193,"Ranan","Stranks","Engineer","1999-12-07","9999-01-01"
31244,"Masasuke","Rohrbach","Senior Staff","1998-09-04","9999-01-01"
31305,"Nadjib","Luiz","Engineer","1999-01-22","9999-01-01"
31318,"Lorien","Bednarek","Senior Staff","1994-11-27","9999-01-01"
31333,"Kerhong","Jenevein","Technique Leader","1989-12-09","9999-01-01"
31343,"Heon","Denos","Senior Staff","1988-09-22","9999-01-01"
31363,"Hidde","Merli","Senior Staff","1987-01-22","9999-01-01"
31380,"Sastry","Coullard","Senior Engineer","1993-12-26","9999-01-01"
31426,"Guozhong","Polajnar","Senior Engineer","1996-03-29","9999-01-01"
31435,"Sedat","Conia","Senior Engineer","1992-08-23","9999-01-01"
31456,"Tamiya","Rajcani","Technique Leader","1997-01-06","9999-01-01"
31543,"Srinidhi","Siksek","Engineer","1998-05-18","9999-01-01"
31557,"Denny","Kalafatis","Senior Staff","1991-01-20","9999-01-01"
31594,"Abdelkader","Birta","Senior Staff","1998-09-05","9999-01-01"
31630,"Fabrizio","Businaro","Senior Engineer","1991-07-27","9999-01-01"
31641,"Aram","Syrzycki","Senior Engineer","1992-02-29","9999-01-01"
31658,"Byong","Aloia","Senior Engineer","1988-05-01","9999-01-01"
31674,"Jixiang","Bernini","Senior Staff","1996-02-07","9999-01-01"
31702,"Florian","Isard","Senior Staff","1994-04-24","9999-01-01"
31704,"Alagu","Randt","Senior Engineer","1997-08-18","9999-01-01"
31740,"Goo","Domenig","Staff","1995-02-12","9999-01-01"
31763,"Tetsurou","Fadgyas","Senior Engineer","1987-05-31","9999-01-01"
31765,"Ipke","Tasistro","Senior Engineer","2001-06-01","9999-01-01"
31783,"Ugo","Thambidurai","Senior Engineer","1998-05-08","9999-01-01"
31791,"Saddek","Debuse","Senior Staff","1998-05-23","9999-01-01"
31864,"Zhenbing","Bahl","Senior Engineer","2000-02-09","9999-01-01"
31877,"Masoud","Ossenbruggen","Engineer","1998-10-21","9999-01-01"
31910,"Koldo","Vingron","Staff","1996-07-27","9999-01-01"
31915,"Kazuhide","Speckmann","Senior Engineer","1988-10-03","9999-01-01"
31932,"Sajjan","Bernardinello","Senior Engineer","1991-08-20","9999-01-01"
31952,"Giap","Christianini","Senior Staff","2000-02-16","9999-01-01"
32118,"Serenella","Litvinov","Senior Engineer","1994-01-22","9999-01-01"
32138,"Anyuan","Facello","Senior Staff","1998-12-06","9999-01-01"
32147,"Shahaf","Basart","Senior Engineer","1991-07-12","9999-01-01"
32150,"Chenxi","Narwekar","Senior Staff","1993-03-11","9999-01-01"
32171,"Zhaofang","Setia","Senior Engineer","2001-06-06","9999-01-01"
32203,"Stamatina","Gulak","Senior Staff","1991-11-19","9999-01-01"
32244,"Mitsuyuki","Mitsuhashi","Senior Engineer","1996-11-15","9999-01-01"
32252,"Marke","Bratten","Senior Engineer","1992-06-20","9999-01-01"
32261,"Bernt","Dehkordi","Senior Engineer","2002-07-29","9999-01-01"
32269,"Kannan","Cangellaris","Senior Staff","1993-07-03","9999-01-01"
32297,"Chandrasekaran","Loncour","Senior Engineer","1999-01-28","9999-01-01"
32340,"Maria","Tiemann","Senior Engineer","2001-09-20","9999-01-01"
32372,"Randy","Nitsch","Senior Staff","1994-12-22","9999-01-01"
32433,"Remzi","Hoppenstand","Senior Staff","1988-12-13","9999-01-01"
32445,"Kristian","Angelopoulos","Senior Engineer","1998-06-11","9999-01-01"
32465,"Yucel","Dymetman","Senior Engineer","2002-07-09","9999-01-01"
32467,"Berna","Dulay","Senior Engineer","1988-12-29","9999-01-01"
32468,"Rafols","Masamoto","Senior Staff","1995-10-26","9999-01-01"
32540,"Chrisa","Jervis","Senior Engineer","1990-08-29","9999-01-01"
32563,"Gritta","Larfeldt","Senior Engineer","1999-01-27","9999-01-01"
32626,"Ulf","Ambroszkiewicz","Senior Engineer","1996-06-13","9999-01-01"
32653,"Renny","Wielonsky","Senior Staff","1994-04-02","9999-01-01"
32730,"Charlene","Montresor","Senior Engineer","2000-03-04","9999-01-01"
32734,"Kazuhira","Lagarias","Senior Staff","1996-08-13","9999-01-01"
32796,"Duke","Picaronny","Senior Engineer","1994-01-21","9999-01-01"
32835,"Wanqing","Thambidurai","Senior Engineer","1988-12-09","9999-01-01"
32864,"Anyuan","Stifter","Senior Staff","1996-05-23","9999-01-01"
32871,"DeForest","Rullman","Senior Staff","1992-05-02","9999-01-01"
32891,"Vasilis","Ozeki","Senior Engineer","1994-06-13","9999-01-01"
32901,"Theirry","Hinsberger","Senior Engineer","2000-07-15","9999-01-01"
32951,"Tianruo","Hockney","Senior Engineer","1994-11-08","9999-01-01"
32992,"Tayeb","Yamaashi","Senior Engineer","1992-10-09","9999-01-01"
33010,"Zhonghua","Parveen","Senior Engineer","1988-03-02","9999-01-01"
33085,"Kristinn","Jullig","Senior Engineer","1988-11-03","9999-01-01"
33106,"Wonhee","Chaudhuri","Staff","1995-09-18","9999-01-01"
33164,"Marie","Levergood","Senior Engineer","1996-05-17","9999-01-01"
33248,"Lucian","Cronin","Senior Engineer","2002-02-15","9999-01-01"
33399,"Roded","Lorcy","Senior Staff","1997-07-26","9999-01-01"
33423,"Jinpo","Koblick","Senior Staff","1993-06-14","9999-01-01"
33427,"Shalesh","Mitsuhashi","Senior Engineer","1986-11-22","9999-01-01"
33512,"Raimond","Biran","Senior Engineer","1996-06-30","9999-01-01"
33518,"Perla","Birsak","Senior Engineer","1994-02-26","9999-01-01"
33555,"Wojceich","Kawashima","Senior Staff","1999-03-12","9999-01-01"
